# x_m,y_m,w_tr_right_m,w_tr_left_m
81.270888,-246.012286,8.830260,8.987439
84.274246,-250.037933,8.714348,9.107329
87.087584,-254.222109,8.598049,9.225617
89.747203,-258.502715,8.481740,9.343915
92.227566,-262.860991,8.424686,9.357217
94.449334,-267.315877,8.440991,9.235509
96.331378,-271.887571,8.456622,9.112486
97.792687,-276.596231,8.457522,8.966409
98.799925,-281.446113,8.447032,8.799902
99.439937,-286.401390,8.448425,8.667253
99.818206,-291.420017,8.512879,8.698258
100.040143,-296.459975,8.575810,8.728797
100.182168,-301.490232,8.640411,8.759656
100.248084,-306.507263,8.608218,8.769972
100.230506,-311.511783,8.564865,8.777528
100.122051,-316.504509,8.521553,8.785043
99.915333,-321.486154,8.460752,8.788171
99.602968,-326.457435,8.360277,8.781254
99.177571,-331.419066,8.261623,8.774505
98.631758,-336.371762,8.214069,8.762397
97.958217,-341.316188,8.382056,8.721689
97.153208,-346.250548,8.549063,8.679972
96.218096,-351.169526,8.691351,8.639110
95.154637,-356.067536,8.755610,8.592749
93.964587,-360.938992,8.821915,8.548320
92.649705,-365.778308,8.647245,8.581791
91.211747,-370.579899,8.367980,8.650250
89.652471,-375.338177,8.091999,8.717415
87.973632,-380.047558,8.029058,8.790299
86.177307,-384.702911,8.361857,8.877123
84.270999,-389.306866,8.695536,8.961077
82.266749,-393.868541,8.903569,9.015556
80.176738,-398.397256,8.754026,8.998045
78.013126,-402.902307,8.604967,8.980052
75.781472,-407.386117,8.457990,8.961964
73.471335,-411.834442,8.309917,8.942984
71.069897,-416.230564,8.162352,8.923495
68.564338,-420.557763,8.166823,8.942889
65.944330,-424.802270,8.182356,8.965142
63.219612,-428.974093,8.197884,8.987399
60.409620,-433.094728,8.213408,9.009661
57.533850,-437.185745,8.228928,9.031927
54.610703,-441.267338,8.244443,9.054198
51.609012,-445.297605,8.277589,9.194071
48.428892,-449.148552,8.323110,9.432939
44.965400,-452.685849,8.369479,9.674936
41.113533,-455.771938,8.414782,9.917998
36.766119,-458.126219,8.411429,9.591223
31.967945,-459.441002,8.402606,9.238096
27.049013,-459.837461,8.599773,9.160254
22.050719,-459.670283,8.890446,9.201698
16.979243,-459.208038,8.744893,8.965415
12.068373,-458.169382,8.314541,8.552546
7.591381,-456.164686,7.954870,8.428955
3.517764,-453.337857,7.724929,8.354621
-0.413243,-450.234040,7.737476,8.357984
-4.322430,-447.103370,7.750415,8.362942
-8.215535,-443.955299,7.763359,8.367897
-12.095200,-440.792806,7.774736,8.372430
-15.964067,-437.618871,7.787299,8.375777
-19.824782,-434.436475,7.800253,8.380721
-23.679985,-431.248596,7.813212,8.385661
-27.532321,-428.058214,7.824603,8.390180
-31.384428,-424.868306,7.837180,8.393512
-35.238164,-421.680937,7.850150,8.398441
-39.093618,-418.496121,7.863124,8.403366
-42.950641,-415.313592,7.876102,8.408287
-46.809082,-412.133087,7.887120,8.411189
-50.668792,-408.954338,7.900105,8.416103
-54.529618,-405.777080,7.913094,8.421013
-58.391412,-402.601047,7.926086,8.425919
-62.254023,-399.425975,7.939083,8.430821
-66.117300,-396.251597,7.950118,8.433707
-69.981092,-393.077647,7.963121,8.438602
-73.845251,-389.903861,7.976128,8.443494
-77.709625,-386.729972,7.989140,8.448381
-81.574064,-383.555715,8.000188,8.451254
-85.438417,-380.380824,8.013206,8.456135
-89.302534,-377.205033,8.026228,8.461011
-93.166265,-374.028078,8.039253,8.465884
-97.029459,-370.849692,8.051895,8.469153
-100.892006,-367.669704,8.063347,8.473610
-104.753947,-364.488311,8.076383,8.478472
-108.615365,-361.305802,8.089424,8.483331
-112.476339,-358.122465,8.102079,8.486585
-116.336950,-354.938590,8.113544,8.491030
-120.197280,-351.754466,8.126595,8.495877
-124.057409,-348.570380,8.139650,8.500721
-127.917418,-345.386622,8.152320,8.503961
-131.777388,-342.203480,8.165382,8.508797
-135.637400,-339.021243,8.176863,8.513226
-139.497534,-335.840200,8.189932,8.518056
-143.357872,-332.660639,8.202617,8.521281
-147.218493,-329.482850,8.215693,8.526104
-151.079480,-326.307121,8.228773,8.530922
-154.940913,-323.133740,8.240269,8.535336
-158.802873,-319.962996,8.252968,8.538546
-162.665440,-316.795179,8.266059,8.543355
-166.528691,-313.630540,8.279153,8.548159
-170.392524,-310.468034,8.290661,8.552560
-174.256616,-307.304984,8.303762,8.557358
-178.120630,-304.138615,8.316479,8.560551
-181.984229,-300.966147,8.329587,8.565342
-185.847074,-297.784804,8.342699,8.570129
-189.708830,-294.591808,8.354223,8.574514
-193.569158,-291.384381,8.366954,8.577693
-197.427721,-288.159746,8.380076,8.582470
-201.286191,-284.919357,8.393201,8.587243
-205.174244,-281.723703,8.478844,8.557285
-209.142114,-278.676602,8.810504,8.410577
-213.240512,-275.882873,9.144161,8.261872
-217.519997,-273.447078,9.479776,8.111208
-222.006551,-271.430992,9.546177,8.229759
-226.674344,-269.806200,9.592203,8.366697
-231.490982,-268.532863,9.637826,8.504037
-236.424036,-267.571320,9.626746,8.739843
-241.436127,-266.908849,9.506272,9.152661
-246.479685,-266.588103,9.383003,9.570261
-251.505892,-266.658544,9.403413,9.273418
-256.465928,-267.169633,9.462446,8.774876
-261.316742,-268.158423,9.516306,8.281506
-266.053770,-269.579171,9.662252,8.459723
-270.688201,-271.352248,9.836119,8.854633
-275.231272,-273.397922,9.988718,9.227059
-279.694269,-275.637169,9.873715,9.254558
-284.090003,-278.013022,9.756938,9.279854
-288.433077,-280.494372,9.642409,9.306879
-292.738194,-283.051581,9.526492,9.333303
-297.020059,-285.655011,9.412075,9.358227
-301.293376,-288.275027,9.298270,9.384527
-305.572849,-290.881989,9.182730,9.408586
-309.873181,-293.446262,9.069421,9.434390
-314.209077,-295.938207,8.955999,9.458320
-318.594123,-298.330509,8.841589,9.483237
-323.027744,-300.625232,8.729038,9.508284
-327.499650,-302.844603,8.736073,9.485339
-331.999361,-305.011243,8.836580,9.426595
-336.516442,-307.147672,8.935621,9.367329
-341.046176,-309.263583,9.036401,9.308312
-345.595069,-311.343492,9.137318,9.249158
-350.170933,-313.368982,9.238373,9.189867
-354.781582,-315.321637,9.266241,9.177908
-359.434638,-317.178204,8.937006,9.393786
-364.136521,-318.884754,8.610634,9.608789
-368.893176,-320.375362,8.480495,9.703131
-373.710549,-321.584076,8.699723,9.581351
-378.594224,-322.447403,8.921613,9.460886
-383.539286,-322.973284,9.143852,9.338084
-388.528936,-323.250511,9.092010,9.264635
-393.545735,-323.372227,9.014602,9.192889
-398.572456,-323.429712,8.938824,9.121501
-403.597938,-323.460857,8.855786,9.051406
-408.617836,-323.443519,8.667571,9.002963
-413.628171,-323.352365,8.478501,8.953385
-418.624963,-323.162058,8.291789,8.903438
-423.604232,-322.847264,8.197895,8.935681
-428.561997,-322.382645,8.209306,9.063482
-433.494278,-321.742868,8.220007,9.190002
-438.397095,-320.902596,8.229156,9.318076
-443.266288,-319.838660,8.239195,9.445260
-448.095536,-318.553645,8.260973,9.524907
-452.877109,-317.067035,8.306603,9.501153
-457.603248,-315.398607,8.354207,9.479402
-462.266181,-313.568034,8.399907,9.455579
-466.856570,-311.584125,8.445998,9.433352
-471.362164,-309.435419,8.493355,9.409860
-475.770389,-307.108243,8.529219,9.463489
-480.068672,-304.588922,8.565772,9.520406
-484.246940,-301.868437,8.601058,9.578591
-488.310031,-298.965548,8.636308,9.636811
-492.268287,-295.909271,8.698684,9.646029
-496.132061,-292.728640,8.828530,9.520161
-499.911266,-289.451900,8.960003,9.394654
-503.604261,-286.086538,9.091508,9.269115
-507.196971,-282.617690,9.221427,9.143174
-510.674702,-279.029391,9.025961,9.322729
-514.022755,-275.305672,8.828136,9.504645
-517.203965,-271.429129,8.685562,9.613411
-520.109123,-267.377747,8.648328,9.581039
-522.631955,-263.131961,8.611106,9.548655
-524.860881,-258.710031,8.575132,9.515024
-526.986112,-254.152667,8.449084,9.338784
-528.971077,-249.486177,8.300105,9.121837
-530.636493,-244.727655,8.149509,8.906507
-531.800904,-239.894052,8.034274,8.749285
-532.297046,-235.003471,8.073368,8.853380
-532.112588,-230.086569,8.113845,8.958081
-531.330601,-225.181733,8.515261,9.119475
-530.035551,-220.327463,8.921511,9.278025
-528.310821,-215.563112,8.952548,9.121697
-526.148923,-210.999412,8.868320,9.001087
-523.384237,-206.871315,8.568398,9.334817
-519.885022,-203.397656,8.284042,9.625139
-515.794580,-200.639286,8.278073,9.064320
-511.332174,-198.580860,8.384654,8.701193
-506.615900,-197.087901,8.603926,8.521696
-501.729572,-195.985608,8.610259,8.535250
-496.756975,-195.099150,8.612957,8.552439
-491.779933,-194.257569,8.614048,8.569246
-486.835266,-193.378624,8.615522,8.587660
-481.914889,-192.468622,8.618200,8.604869
-477.008766,-191.537702,8.619271,8.621696
-472.107077,-190.595813,8.621937,8.638919
-467.204799,-189.648499,8.623382,8.657361
-462.301679,-188.696936,8.624433,8.674208
-457.397664,-187.742112,8.627078,8.691450
-452.492705,-186.785014,8.628117,8.708310
-447.586750,-185.826630,8.631133,8.727170
-442.679750,-184.867948,8.632158,8.744043
-437.771653,-183.909954,8.633177,8.760923
-432.862409,-182.953638,8.635790,8.778198
-427.951967,-181.999986,8.637178,8.796697
-423.040276,-181.049986,8.639777,8.813985
-418.127286,-180.104626,8.640770,8.830891
-413.212947,-179.164894,8.641756,8.847803
-408.297207,-178.231776,8.644716,8.866719
-403.380015,-177.306261,8.645690,8.883644
-398.461322,-176.389337,8.648256,8.900965
-393.541077,-175.481991,8.649217,8.917902
-388.619229,-174.585201,8.652149,8.936847
-383.695789,-173.699303,8.653097,8.953798
-378.770866,-172.823574,8.668526,8.968200
-373.844576,-171.957192,8.690828,8.979706
-368.917039,-171.099337,8.715115,8.993205
-363.988372,-170.249186,8.737434,9.004694
-359.058693,-169.405919,8.760137,9.017788
-354.128119,-168.568713,8.782848,9.030874
-349.196768,-167.736748,8.806795,9.042724
-344.264758,-166.909202,8.829522,9.055794
-339.332208,-166.085253,8.851883,9.067242
-334.399234,-165.264081,8.874626,9.080296
-329.465954,-164.444864,8.898609,9.092110
-324.532487,-163.626780,8.921368,9.105148
-319.598951,-162.809008,8.943761,9.116564
-314.665462,-161.990726,8.966536,9.129586
-309.732139,-161.171114,8.990927,9.142981
-304.799099,-160.349349,9.013345,9.154372
-299.866451,-159.524682,9.036143,9.167371
-294.934203,-158.697046,9.058576,9.178746
-290.002308,-157.866758,9.083001,9.192106
-285.070721,-157.034138,9.105451,9.203465
-280.139395,-156.199508,9.128280,9.216434
-275.208282,-155.363187,9.151116,9.229394
-270.277336,-154.525497,9.175203,9.241104
-265.346511,-153.686758,9.198055,9.254050
-260.415758,-152.847290,9.220543,9.265370
-255.485033,-152.007416,9.243410,9.278300
-250.554287,-151.167454,9.265914,9.289605
-245.623475,-150.327726,9.290413,9.302892
-240.692549,-149.488553,9.312932,9.314181
-235.761462,-148.650255,9.335829,9.327081
-230.830169,-147.813153,9.358732,9.339975
-225.898621,-146.977567,9.382895,9.351610
-220.966773,-146.143819,9.405813,9.364488
-216.034580,-145.312216,9.428370,9.375740
-211.102033,-144.482824,9.451303,9.388604
-206.169161,-143.655478,9.475498,9.400206
-201.235991,-142.830007,9.498446,9.413055
-196.302553,-142.006241,9.521401,9.425898
-191.368874,-141.184006,9.543995,9.437112
-186.434983,-140.363132,9.568590,9.450303
-181.500909,-139.543448,9.591199,9.461503
-176.566681,-138.724781,9.614182,9.474316
-171.632326,-137.906960,9.636805,9.485501
-166.697873,-137.089814,9.661431,9.498662
-161.763351,-136.273170,9.684069,9.509832
-156.828788,-135.456858,9.707081,9.522617
-151.894213,-134.640706,9.730099,9.535396
-146.959654,-133.824543,9.754390,9.546903
-142.025140,-133.008195,9.777422,9.559668
-137.090699,-132.191494,9.800096,9.570802
-132.156361,-131.374265,9.823142,9.583553
-127.222152,-130.556339,9.847463,9.595029
-122.288102,-129.737544,9.870523,9.607766
-117.354240,-128.917707,9.893590,9.620497
-112.420593,-128.096658,9.916299,9.631596
-107.487191,-127.274225,9.939379,9.644314
-102.554062,-126.450236,9.963738,9.655752
-97.621234,-125.624520,9.986832,9.668455
-92.688736,-124.796906,10.009568,9.679527
-87.756596,-123.967221,10.032675,9.692217
-82.824843,-123.135294,10.057427,9.705251
-77.893506,-122.300953,10.080185,9.716302
-72.962613,-121.464028,10.103311,9.728973
-68.032192,-120.624346,10.126082,9.740010
-63.102272,-119.781737,10.150863,9.753015
-58.172881,-118.936027,10.173647,9.764039
-53.244049,-118.087047,10.196800,9.776683
-48.315802,-117.234624,10.219598,9.787694
-43.388158,-116.378666,10.244407,9.800671
-38.461097,-115.519287,10.267579,9.813296
-33.534594,-114.656633,10.290397,9.824286
-28.608625,-113.790853,10.313582,9.836899
-23.683166,-112.922092,10.338059,9.848219
-18.758193,-112.050497,10.338419,9.849848
-13.833680,-111.176216,10.282175,9.822565
-8.909604,-110.299395,10.225971,9.795242
-3.985941,-109.420181,10.171810,9.769854
0.937335,-108.538721,10.115686,9.742451
5.860247,-107.655162,10.061241,9.715358
10.782820,-106.769650,10.005197,9.687875
15.705079,-105.882333,9.949558,9.661977
20.627047,-104.993358,9.895232,9.634764
25.548749,-104.102870,9.839313,9.607158
30.470209,-103.211018,9.783800,9.581132
35.391452,-102.317949,9.729596,9.553798
40.312503,-101.423808,9.673804,9.526064
45.233385,-100.528743,9.619682,9.498648
50.154123,-99.632901,9.564342,9.472450
55.074741,-98.736428,9.508680,9.444585
59.995264,-97.839472,9.454685,9.417042
64.915716,-96.942179,9.399479,9.390710
69.836121,-96.044697,9.345570,9.363081
74.756504,-95.147172,9.290086,9.335038
79.676890,-94.249750,9.234648,9.306950
84.597302,-93.352580,9.181241,9.280807
89.517765,-92.455808,9.125895,9.252626
94.438303,-91.559580,9.070597,9.224399
99.358941,-90.664043,9.017327,9.198119
104.279703,-89.769346,8.962123,9.169797
109.200614,-88.875633,8.908573,9.141808
114.121698,-87.983053,8.853838,9.115006
119.042978,-87.091751,8.798779,9.086538
123.964482,-86.201881,8.745371,9.058407
128.886275,-85.313818,8.690411,9.029841
133.808483,-84.428264,8.635875,9.002839
138.731239,-83.545947,8.582613,8.974563
143.654673,-82.667592,8.527804,8.945845
148.578917,-81.793926,8.475016,8.919084
153.504102,-80.925676,8.420310,8.890264
158.430359,-80.063567,8.389796,8.875036
163.357819,-79.208327,8.482427,8.931561
168.286613,-78.360682,8.574815,8.986338
173.216874,-77.521359,8.669310,9.042987
178.148731,-76.691083,8.761965,9.097498
183.082316,-75.870582,8.855121,9.153497
188.017761,-75.060582,8.948031,9.207753
192.955196,-74.261810,9.043046,9.263881
197.894753,-73.474991,9.136207,9.317886
202.836564,-72.700853,9.229857,9.373391
207.780757,-71.940115,9.323258,9.427156
212.727046,-71.191233,9.417143,9.482426
217.674137,-70.447183,9.512401,9.536323
222.620584,-69.700129,9.606515,9.591363
227.564944,-68.942232,9.700379,9.644666
232.505770,-68.165656,9.794715,9.699485
237.441619,-67.362564,9.890431,9.752923
242.371045,-66.525118,9.984984,9.807525
247.292605,-65.645482,9.982561,9.754264
252.204886,-64.715992,9.971727,9.691515
257.107993,-63.736868,9.960822,9.628837
262.004126,-62.719252,9.949845,9.566230
266.895643,-61.675091,9.938796,9.503696
271.784900,-60.616333,9.927675,9.441235
276.674254,-59.554924,9.916108,9.377230
281.566062,-58.502811,9.904837,9.314918
286.462680,-57.471940,9.891855,9.252328
291.366464,-56.474260,9.880435,9.190165
296.278584,-55.516140,9.868940,9.128077
301.195158,-54.580232,9.857368,9.066066
306.110959,-53.642884,9.845720,9.004131
311.020763,-52.680443,9.833995,8.942273
315.918151,-51.666596,9.822192,8.880492
320.777498,-50.532238,9.810311,8.818790
325.557660,-49.173690,9.798351,8.757167
330.217052,-47.486287,9.692694,8.838960
334.714055,-45.365535,9.583775,8.926003
338.998788,-42.750449,9.424348,9.013836
343.002232,-39.680829,9.211174,9.105697
346.652663,-36.210714,9.079395,9.084343
349.878360,-32.394137,9.372042,8.477477
352.591643,-28.276553,9.590521,7.992508
354.583864,-23.838344,9.252120,8.452222
355.598880,-19.033680,8.915274,8.820887
355.686304,-13.955520,8.631900,8.270984
355.284140,-8.873534,8.491838,7.925795
354.562925,-3.950656,8.570269,7.881173
353.316485,0.802379,8.650410,7.836829
351.399369,5.386330,8.659280,7.973136
349.001313,9.807924,8.652557,8.144924
346.301707,14.027443,8.688484,8.262129
343.123093,17.820459,8.872714,8.189268
339.226232,20.925391,8.947430,8.225921
334.715325,23.185017,8.816278,8.476397
329.936107,24.531946,8.866994,8.381929
325.054971,25.068896,9.001403,8.134162
320.104132,25.020361,9.017273,8.472286
315.112814,24.613551,9.028363,8.823145
310.110179,24.075214,9.036395,9.175073
305.115762,23.560583,9.020171,9.217151
300.129172,23.076868,8.998756,9.196803
295.147551,22.612921,8.977342,9.176453
290.168042,22.157621,8.955929,9.156103
285.188653,21.703208,8.936125,9.136132
280.209167,21.248852,8.914714,9.115780
275.229584,20.794577,8.893305,9.095426
270.249904,20.340407,8.871897,9.075070
265.270129,19.886365,8.852096,9.055097
260.290258,19.432474,8.830690,9.034740
255.310293,18.978759,8.809285,9.014381
250.330235,18.525244,8.787882,8.994021
245.350083,18.071950,8.768083,8.974045
240.369838,17.618904,8.746682,8.953682
235.389502,17.166126,8.725283,8.933319
230.409075,16.713643,8.703884,8.912954
225.428557,16.261476,8.684088,8.892975
220.447949,15.809651,8.662692,8.872608
215.467252,15.358189,8.641297,8.852239
210.486466,14.907116,8.619904,8.831869
205.505593,14.456454,8.598512,8.811498
200.524632,14.006227,8.578720,8.791516
195.543585,13.556459,8.557330,8.771142
190.562451,13.107173,8.535942,8.750767
185.581233,12.658393,8.514555,8.730390
180.599929,12.210143,8.494765,8.710405
175.618542,11.762446,8.473381,8.690026
170.637071,11.315326,8.451998,8.669646
165.655517,10.868806,8.430617,8.649264
160.673882,10.422911,8.410829,8.629277
155.692165,9.977663,8.389064,8.607290
150.710367,9.533086,8.367686,8.586905
145.728489,9.089204,8.346309,8.566519
140.746532,8.646041,8.324934,8.546130
135.764496,8.203619,8.305150,8.526140
130.782382,7.761964,8.283777,8.505749
125.800190,7.321098,8.262405,8.485357
120.817921,6.881044,8.241036,8.464964
115.835576,6.441827,8.245409,8.464568
110.853156,6.003451,8.264051,8.473768
105.870662,5.565905,8.281110,8.482562
100.888096,5.129172,8.299765,8.491750
95.905459,4.693239,8.317225,8.502132
90.922753,4.258090,8.335891,8.511308
85.939979,3.823713,8.352973,8.520080
80.957138,3.390090,8.372040,8.530843
75.974231,2.957210,8.390725,8.540001
70.991262,2.525056,8.407823,8.548756
66.008230,2.093614,8.426520,8.557902
61.025137,1.662870,8.444017,8.568247
56.041985,1.232809,8.462726,8.577380
51.058775,0.803417,8.479845,8.586115
46.075508,0.374678,8.498953,8.596837
41.092187,-0.053420,8.516083,8.605561
36.108812,-0.480894,8.534816,8.614671
31.125385,-0.907758,8.553554,8.623774
26.141907,-1.334025,8.571087,8.634083
21.158379,-1.759712,8.589837,8.643175
16.174804,-2.184831,8.606994,8.651873
11.191183,-2.609399,8.625756,8.660953
6.207517,-3.033428,8.643309,8.671242
